filename,title_jp,author,place_name,frequency,lat,lon
hanamonogatari,花物語,寺田寅彦,うぜん,1,43.3990441,-0.433093
shinshu_tenmakyo,神州天馬侠,吉川英治,うぜん,2,43.3990441,-0.433093
jigazo,自画像,寺田寅彦,うぜん,1,43.3990441,-0.433093
01teihon_aoneko,定本青猫,萩原朔太郎,うぜん,1,43.3990441,-0.433093
aoneko,青猫,萩原朔太郎,うぜん,1,43.3990441,-0.433093
oano_heiwao_ronzu,東亜の平和を論ず,大隈重信,ウラル,1,54.394493,56.240589
kirisuto_shintono_nagusame,基督信徒のなぐさめ,内村鑑三,ウラル,1,54.394493,56.240589
pariyori,巴里より,與謝野寛、與謝野晶子,ウラル,1,54.394493,56.240589
jigano_shinkenkyu,爾雅の新研究,内藤湖南,ウラル,1,54.394493,56.240589
yorokobito_kanashimi,喜びと悲しみの熱涙,牧野信一,ウラル,1,54.394493,56.240589
konjikino_shi,金色の死,谷崎潤一郎,ウル,2,32.8129681,66.0183185
05_kaitei_gunkan,海島冐檢奇譚　海底軍艦,押川春浪,ウル,3,32.8129681,66.0183185
futsukoku_gekisakka,仏国現代の劇作家,岸田國士,ウル,1,32.8129681,66.0183185
kamigamino_bisho,神神の微笑,芥川龍之介,ウル,1,32.8129681,66.0183185
02fukuo_jiden,福翁自伝,福翁自伝,ウル,1,32.8129681,66.0183185
suwisu_nikki,スウィス日記,辻村伊助,ウル,7,32.8129681,66.0183185
yokai_kenkyu,妖怪研究,伊東忠太,ウル,1,32.8129681,66.0183185
chibetto_ryokoki,チベット旅行記,河口慧海,ウル,1,32.8129681,66.0183185
sabakuno_koto,沙漠の古都,国枝史郎,ウル,1,32.8129681,66.0183185
konjikiyasha,金色夜叉,尾崎紅葉,ウル,2,32.8129681,66.0183185
haiyukyoikuni_tsuite,俳優教育について,岸田國士,ウル,1,32.8129681,66.0183185
chijinno_ai,痴人の愛,谷崎潤一郎,ウル,1,32.8129681,66.0183185
hino_hashira,火の柱,木下尚江,ウル,1,32.8129681,66.0183185
shinsei,新生,島崎藤村,ウル,2,32.8129681,66.0183185
pariyori,巴里より,與謝野寛、與謝野晶子,ウル,6,32.8129681,66.0183185
futatsuno_tegami,二つの手紙,芥川龍之介,ウルム,1,48.3974003,9.9934336
einstein,アインシュタイン,寺田寅彦,ウルム,1,48.3974003,9.9934336
fureppu_torippu,フレップ・トリップ,北原白秋,エーア,1,55.4628044,-4.6302502
gubijinso,虞美人草,夏目漱石,エクス,1,43.5298424,5.4474738
atarashiki_sekai,新しき世界の為めの新しき芸術,大杉栄,エクス,1,43.5298424,5.4474738
rekishiteki_tanteishosetsu,歴史的探偵小説の興味,小酒井不木,エジプト,1,26.2540493,29.2675469
jinmen_gyoshi,人面凝視,今野大力,エジプト,1,26.2540493,29.2675469
abinikki_kara,旅日記から（明治四十二年）,寺田寅彦,エジプト,2,26.2540493,29.2675469
aojiroki_koen,青白き公園,牧野信一,エジプト,4,26.2540493,29.2675469
08tori,十二支考,鶏に関する伝説,エジプト,4,26.2540493,29.2675469
04shoraino_nihon,将来の日本,徳富蘇峰,エジプト,9,26.2540493,29.2675469
denmaruku_kokuno_hanashi,デンマルク国の話,信仰と樹木とをもって国を救いし話,エジプト,1,26.2540493,29.2675469
01tora,十二支考,虎に関する史話と伝説民俗,エジプト,3,26.2540493,29.2675469
10inoshishi,十二支考,猪に関する民俗と伝説,エジプト,9,26.2540493,29.2675469
hebi_tsukai,蛇つかひ,鈴木三重吉,エジプト,1,26.2540493,29.2675469
renkin_sagi,錬金詐欺,小酒井不木,エジプト,2,26.2540493,29.2675469
reitekihonnoshugi,霊的本能主義,和辻哲郎,エジプト,2,26.2540493,29.2675469
jishoto_shinbunshi,辞書と新聞紙,牧野信一,エジプト,2,26.2540493,29.2675469
donten,曇天,永井荷風,エジプト,1,26.2540493,29.2675469
daishino_nitto,大師の入唐,桑原隲蔵,エジプト,1,26.2540493,29.2675469
ichi_shojo,一少女,田山録弥,エジプト,1,26.2540493,29.2675469
oyojinno_hatsumei,東洋人の發明,桑原隲藏,エジプト,1,26.2540493,29.2675469
kuroi_atama,黒い頭,夢野久作,エジプト,2,26.2540493,29.2675469
hanashino_tane,話の種,寺田寅彦,エジプト,2,26.2540493,29.2675469
yobuki_koen,ヨブ記講演,内村鑑三,エジプト,1,26.2540493,29.2675469
fumizukai,文づかい,森鴎外,エジプト,1,26.2540493,29.2675469
09inu,十二支考,犬に関する伝説,エジプト,1,26.2540493,29.2675469
bunkashijoyori_mitaru,文化史上より見たる日本の数学,三上義夫,エジプト,1,26.2540493,29.2675469
07saru,十二支考,猴に関する伝説,エジプト,10,26.2540493,29.2675469
kamino_rekishi,紙の歴史,桑原隲藏,エジプト,1,26.2540493,29.2675469
subameto_oji,燕と王子,有島武郎,エジプト,1,26.2540493,29.2675469
faraday_no_den,ファラデーの伝,電気学の泰斗,エジプト,1,26.2540493,29.2675469
04hebi,十二支考,蛇に関する民俗と伝説,エジプト,10,26.2540493,29.2675469
koseieno_saidaiibutsu,後世への最大遺物,内村鑑三,エジプト,1,26.2540493,29.2675469
ryuseigashu,『劉生画集及芸術観』について,和辻哲郎,エジプト,2,26.2540493,29.2675469
warerano_tetsugaku,我らの哲学,丘浅次郎,エジプト,1,26.2540493,29.2675469
meijin_jigoku,名人地獄,国枝史郎,エジプト,1,26.2540493,29.2675469
saijiki_shinchu,歳時記新註,寺田寅彦,エジプト,1,26.2540493,29.2675469
03tawara_toda,十二支考,田原藤太竜宮入りの話,エジプト,11,26.2540493,29.2675469
kankanmusi,かんかん虫,有島武郎,エジプト,1,26.2540493,29.2675469
kenkyo_junan,剣侠受難,国枝史郎,エジプト,1,26.2540493,29.2675469
sanshiro,三四郎,夏目漱石,エジプト,1,26.2540493,29.2675469
02usagi,十二支考,兎に関する民俗と伝説,エジプト,2,26.2540493,29.2675469
shinakenkyuni_tsuite,支那研究に就て,狩野直喜,エジプト,1,26.2540493,29.2675469
nobuko,伸子,宮本百合子,エジプト,1,26.2540493,29.2675469
panoramato_kidan,パノラマ島綺譚,江戸川乱歩,エジプト,1,26.2540493,29.2675469
wagahaiwa_nekodearu,吾輩は猫である,夏目漱石,エジプト,2,26.2540493,29.2675469
05uma,十二支考,馬に関する民俗と伝説,エジプト,5,26.2540493,29.2675469
seikonichiroku,西航日録,井上円了,エジプト,1,26.2540493,29.2675469
futsukoku_gekisakka,仏国現代の劇作家,岸田國士,エズ,1,43.7288923,7.3620705
france_yakushano_uraomote,仏蘭西役者の裏表,岸田國士,エズ,2,43.7288923,7.3620705
kaijin_jumankan,灰燼十万巻,（丸善炎上の記）,エズ,2,43.7288923,7.3620705
gekisakkatoshiteno,劇作家としてのルナアル,岸田國士,エズ,1,43.7288923,7.3620705
pariyori,巴里より,與謝野寛、與謝野晶子,エズ,3,43.7288923,7.3620705
sutakazura_kisono_kakehashi,蔦葛木曽棧,国枝史郎,エズ,1,43.7288923,7.3620705
08tori,十二支考,鶏に関する伝説,エストニア,1,58.7523778,25.3319078
09inu,十二支考,犬に関する伝説,エストニア,2,58.7523778,25.3319078
04hebi,十二支考,蛇に関する民俗と伝説,エストニア,2,58.7523778,25.3319078
sogenni_tsuite,詛言に就て,南方熊楠,エストニア,1,58.7523778,25.3319078
sukimino_yube,月見の夕,長塚節,えぞ,1,5.60302335,27.9948284339438
rishirizan_sonoshokubutsu,利尻山とその植物,牧野富太郎,エゾ,15,5.60302335,27.9948284339438
04homei_gobusaku_dankyo,泡鳴五部作,斷橋,エゾ,2,5.60302335,27.9948284339438
kusamichi,草みち,田山録弥,えぞ,1,5.60302335,27.9948284339438
ozenumano_shiki,尾瀬沼の四季,平野長蔵,エゾ,1,5.60302335,27.9948284339438
momo_hagaki,もゝはがき,斎藤緑雨,えぞ,1,5.60302335,27.9948284339438
sanmaitsuzuki,三枚続,泉鏡花,えぞ,1,5.60302335,27.9948284339438
kainno_matsuei,カインの末裔,有島武郎,えぞ,1,5.60302335,27.9948284339438
muradeichibanno_kurinoki,村で一番の栗の木（五場）,岸田國士,えぞ,1,5.60302335,27.9948284339438
samidare,五月雨,一葉稿,えぞ,1,5.60302335,27.9948284339438
hakuyokyu,白羊宮,薄田淳介,えぞ,1,5.60302335,27.9948284339438
fureppu_torippu,フレップ・トリップ,北原白秋,えぞ,4,5.60302335,27.9948284339438
eta_meigiko,「エタ」名義考,喜田貞吉,えぞ,1,5.60302335,27.9948284339438
01tora,十二支考,虎に関する史話と伝説民俗,エチオピア,1,10.2116702,38.6521203
furuki_miniature,古き小画,宮本百合子,エチオピア,1,10.2116702,38.6521203
07saru,十二支考,猴に関する伝説,エチオピア,3,10.2116702,38.6521203
04hebi,十二支考,蛇に関する民俗と伝説,エチオピア,1,10.2116702,38.6521203
03tawara_toda,十二支考,田原藤太竜宮入りの話,エチオピア,1,10.2116702,38.6521203
04shoraino_nihon,将来の日本,徳富蘇峰,エディンバラ,1,55.9533456,-3.1883749
suwisu_nikki,スウィス日記,辻村伊助,エディンバラ,1,55.9533456,-3.1883749
utayomini_atauru_sho,歌よみに与ふる書,正岡子規,えど,1,6.6076575,5.9722713
abinikki_kara,旅日記から（明治四十二年）,寺田寅彦,エトナ,1,58.7523778,25.3319078
01tora,十二支考,虎に関する史話と伝説民俗,エトナ,1,58.7523778,25.3319078
suwisu_nikki,スウィス日記,辻村伊助,エトナ,1,58.7523778,25.3319078
yobuki_koen,ヨブ記講演,内村鑑三,エトナ,2,58.7523778,25.3319078
hikaku_shinwagaku,比較神話学,高木敏雄,エトナ,1,58.7523778,25.3319078
pariyori,巴里より,與謝野寛、與謝野晶子,エトナ,2,58.7523778,25.3319078
yokaihokoku,妖怪報告,井上円了,エトナ,3,58.7523778,25.3319078
seikonichiroku,西航日録,井上円了,エベレスト,1,27.9882393,86.925017
bareishokara_tomatomade,馬鈴薯からトマト迄,石川三四郎,エリゼ,2,12.0983259,15.906701
shinkeishitsuni_taisuru_yono_tokushuryoho,神經質に對する余の特殊療法,森田正馬,エリン,1,50.43876,2.20863
09inu,十二支考,犬に関する伝説,エリン,1,50.43876,2.20863
gin_sanjumai,銀三十枚,国枝史郎,エルサレム,3,31.7788242,35.2257626
kakujin_shinkyu,各人心宮内の秘宮,北村透谷,エルサレム,1,31.7788242,35.2257626
08tori,十二支考,鶏に関する伝説,エルサレム,2,31.7788242,35.2257626
samayoeru_yudayajin,さまよえる猶太人,芥川龍之介,エルサレム,2,31.7788242,35.2257626
kirisuto_shintono_nagusame,基督信徒のなぐさめ,内村鑑三,エルサレム,3,31.7788242,35.2257626
02chabanashi1916,茶話,大正五（一九一六）年,エルサレム,2,31.7788242,35.2257626
hino_hashira,火の柱,木下尚江,エルサレム,1,31.7788242,35.2257626
yokaigaku,妖怪学,井上円了,エルサレム,1,31.7788242,35.2257626
fureppu_torippu,フレップ・トリップ,北原白秋,エルサレム,1,31.7788242,35.2257626
kurarano_shukke,クララの出家,有島武郎,エルサレム,2,31.7788242,35.2257626
hibun,碑文,横光利一,エルサレム,1,31.7788242,35.2257626
nihon_kaizohoan_taiko,日本改造法案大綱,北一輝,エルバ,1,2.957039,30.916447
faraday_no_den,ファラデーの伝,電気学の泰斗,エルバ,1,2.957039,30.916447
kaigishichoni_tsuite,懷疑思潮に付て,朝永三十郎,エレア,3,42.9119841,-3.0172375
mosokanja,妄想患者,牧野信一,エレア,1,42.9119841,-3.0172375
abinikki_kara,旅日記から（明治四十二年）,寺田寅彦,オーストリア,1,47.59397,14.12456
obeikakkoku_seikyonikki,欧米各国　政教日記,井上円了,オーストリア,20,47.59397,14.12456
04shoraino_nihon,将来の日本,徳富蘇峰,オーストリア,14,47.59397,14.12456
denmaruku_kokuno_hanashi,デンマルク国の話,信仰と樹木とをもって国を救いし話,オーストリア,2,47.59397,14.12456
jinruino_seizon_kyoso,人類の生存競争,丘浅次郎,オーストリア,1,47.59397,14.12456
pechiyorinto_geza,ペチヨリンとゲザ,田山録弥,オーストリア,2,47.59397,14.12456
faraday_no_den,ファラデーの伝,電気学の泰斗,オーストリア,5,47.59397,14.12456
ogyu,闘牛,国枝史郎,オズ,2,51.9191343,30.8243039
okyojinno_darakujidai,東京人の堕落時代,夢野久作,オズ,2,51.9191343,30.8243039
shinjufujin,真珠夫人,菊池寛,オズ,12,51.9191343,30.8243039
ninkyo_nitoryu,任侠二刀流,国枝史郎,オズ,2,51.9191343,30.8243039
aru_kogisho,ある抗議書,菊池寛,オズ,2,51.9191343,30.8243039
ichimaino_kippu,一枚の切符,江戸川乱歩,オックスフォード,1,51.7520131,-1.2578499
obeikakkoku_seikyonikki,欧米各国　政教日記,井上円了,オックスフォード,3,51.7520131,-1.2578499
shigyoshiki_kunji,始業式訓示,大隈重信,オックスフォード,1,51.7520131,-1.2578499
08tori,十二支考,鶏に関する伝説,オックスフォード,2,51.7520131,-1.2578499
07saru,十二支考,猴に関する伝説,オックスフォード,1,51.7520131,-1.2578499
faraday_no_den,ファラデーの伝,電気学の泰斗,オックスフォード,3,51.7520131,-1.2578499
seikonichiroku,西航日録,井上円了,オックスフォード,2,51.7520131,-1.2578499
kenkyo_junan,剣侠受難,国枝史郎,オッペ,1,11.5972868,104.9071746
futabatei_shimeino_issho,二葉亭四迷の一生,内田魯庵,オデッサ,1,46.4843023,30.7322878
kankanmusi,かんかん虫,有島武郎,オデッサ,2,46.4843023,30.7322878
gakkokyoiku_toshokan,学校教育における図書館の利用,佐野友三郎,オハイオ,2,40.2253569,-82.6881395
03chabanashi1917,茶話,大正六（一九一七）年,オマン,6,21.0000287,57.0036901
sabakuno_koto,沙漠の古都,国枝史郎,オムスク,7,54.991375,73.371529
mitabi_tohono_heiwao_ronzu,三たび東方の平和を論ず,大隈重信,オムスク,1,54.991375,73.371529
hitobashirano_hanashi,人柱の話,南方熊楠,オラン,1,35.7032751,-0.6492976
abinikki_kara,旅日記から（明治四十二年）,寺田寅彦,オランダ,3,52.2434979,5.6343227
sinajinkan_syokujinniku,支那人間に於ける食人肉の風習,桑原隲藏,オランダ,1,52.2434979,5.6343227
obeikakkoku_seikyonikki,欧米各国　政教日記,井上円了,オランダ,6,52.2434979,5.6343227
08tori,十二支考,鶏に関する伝説,オランダ,2,52.2434979,5.6343227
04shoraino_nihon,将来の日本,徳富蘇峰,オランダ,9,52.2434979,5.6343227
nagareyuku_rekishino_doryoku,流れ行く歴史の動力,津田左右吉,オランダ,1,52.2434979,5.6343227
renai_kyokusen,恋愛曲線,小酒井不木,オランダ,1,52.2434979,5.6343227
denmaruku_kokuno_hanashi,デンマルク国の話,信仰と樹木とをもって国を救いし話,オランダ,2,52.2434979,5.6343227
01tora,十二支考,虎に関する史話と伝説民俗,オランダ,3,52.2434979,5.6343227
10inoshishi,十二支考,猪に関する民俗と伝説,オランダ,3,52.2434979,5.6343227
mikan_doyo,未刊童謡,野口雨情,オランダ,2,52.2434979,5.6343227
saffron,サフラン,森鴎外,オランダ,1,52.2434979,5.6343227
asabatakeno_ichiya,麻畑の一夜,岡本綺堂,オランダ,1,52.2434979,5.6343227
enbo,展望,福士幸次郎,オランダ,1,52.2434979,5.6343227
ababababa,あばばばば,芥川龍之介,オランダ,1,52.2434979,5.6343227
ikyo,異郷,寺田寅彦,オランダ,3,52.2434979,5.6343227
oyojinno_hatsumei,東洋人の發明,桑原隲藏,オランダ,1,52.2434979,5.6343227
seidono_kirisuto,青銅の基督,――一名南蛮鋳物師の死――,オランダ,6,52.2434979,5.6343227
bunkashijoyori_mitaru,文化史上より見たる日本の数学,三上義夫,オランダ,6,52.2434979,5.6343227
faraday_no_den,ファラデーの伝,電気学の泰斗,オランダ,3,52.2434979,5.6343227
04hebi,十二支考,蛇に関する民俗と伝説,オランダ,2,52.2434979,5.6343227
nozuino_shinka,脳髄の進化,丘浅次郎,オランダ,1,52.2434979,5.6343227
amayono_kaidan,雨夜の怪談,岡本綺堂,オランダ,1,52.2434979,5.6343227
meijin_jigoku,名人地獄,国枝史郎,オランダ,2,52.2434979,5.6343227
chuchanno_otanjobi,チユウちやんのおたんじやう日,村山籌子,オランダ,1,52.2434979,5.6343227
kenkyo_junan,剣侠受難,国枝史郎,オランダ,1,52.2434979,5.6343227
shibue_chusai,渋江抽斎,森鴎外,オランダ,1,52.2434979,5.6343227
sutakazura_kisono_kakehashi,蔦葛木曽棧,国枝史郎,オランダ,1,52.2434979,5.6343227
kiseruno_gogen,キセルの語源,新村出,オランダ,2,52.2434979,5.6343227
07chabanashi1925,茶話,大正十四（一九二五）年,オランダ,2,52.2434979,5.6343227
02hoso_yawa,法窓夜話,穂積陳重,オランダ,16,52.2434979,5.6343227
kuriyama_daizen,栗山大膳,森鴎外,オランダ,1,52.2434979,5.6343227
machi,町,田山録弥,オランダ,1,52.2434979,5.6343227
05uma,十二支考,馬に関する民俗と伝説,オランダ,5,52.2434979,5.6343227
seikonichiroku,西航日録,井上円了,オランダ,3,52.2434979,5.6343227
america_bunshi,アメリカ文士気質,宮本百合子,オランダ,1,52.2434979,5.6343227
07saru,十二支考,猴に関する伝説,オリノコ,1,7.6336701,-64.8504067
michikoto_haita,美智子と歯痛,牧野信一,オルレアン,1,47.9027336,1.9086066
nanro,南路,宮本百合子,オルレアン,5,47.9027336,1.9086066
zoku_kubiroku,續狗尾録,狩野直喜,オルレアン,1,47.9027336,1.9086066
pariyori,巴里より,與謝野寛、與謝野晶子,オルレアン,2,47.9027336,1.9086066
01aru_onna_zenpen,或る女,（前編）,オレゴン,1,43.9792797,-120.737257
nanro,南路,宮本百合子,オレゴン,1,43.9792797,-120.737257
02hoso_yawa,法窓夜話,穂積陳重,カーディフ,1,51.4816546,-3.1791934
abinikki_kara,旅日記から（明治四十二年）,寺田寅彦,カールスルーエ,1,49.0068705,8.4034195
shukyokan,我が宗教観,淡島寒月,カイラーサ,2,14.8148009,-84.8796549
mishiranu_sekai,桜さく島,見知らぬ世界,カウカ,1,2.715645,-76.662665
05uma,十二支考,馬に関する民俗と伝説,カウカ,2,2.715645,-76.662665
sekaino_nihonka,世界の日本乎、亞細亞の日本乎,竹越三叉,カウカ,2,2.715645,-76.662665
oritsuto_korato,お律と子等と,芥川龍之介,カエレ,2,14.494048,14.486039
keimeito_kagurato,鶏鳴と神楽と,折口信夫,かさ,1,33.9876533,51.4428856
kuwano_mi,桑の実,鈴木三重吉,かさ,1,33.9876533,51.4428856
unmei,運命,幸田露伴,カザン,1,55.7823547,49.1242266
hanashino_tane,話の種,寺田寅彦,カザン,1,55.7823547,49.1242266
kankanmusi,かんかん虫,有島武郎,カザン,2,55.7823547,49.1242266
sinajinkan_syokujinniku,支那人間に於ける食人肉の風習,桑原隲藏,カシュガル,2,39.4702981,75.9874816
spain_no_koi,西班牙の恋,国枝史郎,カスピ,11,41.7789772,50.5607579057943
furuki_miniature,古き小画,宮本百合子,カスピ,1,41.7789772,50.5607579057943
mankan_tokorodokoro,満韓ところどころ,夏目漱石,カタール,1,25.3336984,51.2295295
nagasakino_insho,長崎の印象,（この一篇をＮ氏、Ａ氏におくる）,カタール,1,25.3336984,51.2295295
ojo,途上,谷崎潤一郎,カタール,1,25.3336984,51.2295295
amentia,あめんちあ,富ノ沢麟太郎,カチン,4,26.0207656,97.4919258
kurokabe,黒壁,泉鏡花,カチン,1,26.0207656,97.4919258
07saru,十二支考,猴に関する伝説,カッセル,1,51.3154546,9.4924096
matsui,松井須磨子,長谷川時雨,カッセル,1,51.3154546,9.4924096
byosho_kugo,病牀苦語,正岡子規,ガト,1,31.70137445,34.8501538970819
chibetto_ryokoki,チベット旅行記,河口慧海,カトマンズ,17,27.708317,85.3205817
04shoraino_nihon,将来の日本,徳富蘇峰,カナダ,3,61.0666922,-107.991707
suwisu_nikki,スウィス日記,辻村伊助,カナダ,2,61.0666922,-107.991707
oyadori_kotori,親鳥子鳥,佐々木邦,カナダ,1,61.0666922,-107.991707
hitotusnodekigoto,一つの出来事,宮本百合子,カナダ,1,61.0666922,-107.991707
henna_koi,変な恋,小酒井不木,カナダ,1,61.0666922,-107.991707
hanashino_tane,話の種,寺田寅彦,カナダ,1,61.0666922,-107.991707
hahano_hiza,「母の膝の上に」（紹介並短評）,宮本百合子,カナダ,1,61.0666922,-107.991707
daishin_kasaiki,大震火災記,鈴木三重吉,カナダ,1,61.0666922,-107.991707
seikonichiroku,西航日録,井上円了,カナダ,1,61.0666922,-107.991707
10inoshishi,十二支考,猪に関する民俗と伝説,カノ,1,11.8948389,8.5364136
osakano_choninto_gakumon,大阪の町人と學問,内藤湖南,カノ,1,11.8948389,8.5364136
chimeino_kenkyu,地名の研究,柳田國男,カノ,2,11.8948389,8.5364136
nihon_kaizohoan_taiko,日本改造法案大綱,北一輝,カノ,5,11.8948389,8.5364136
gakumonwa_engenüfo_fukaku_suruni_aruno_ron,學問ハ淵源ヲ深クスルニ在ルノ論,西周,カノ,2,11.8948389,8.5364136
04shoraino_nihon,将来の日本,徳富蘇峰,カブール,1,34.5260109,69.1776838
yoshidashoin,吉田松陰,徳富蘇峰,カブール,1,34.5260109,69.1776838
05_kaitei_gunkan,海島冐檢奇譚　海底軍艦,押川春浪,カプリ,1,24.4634781,80.4326209
abinikki_kara,旅日記から（明治四十二年）,寺田寅彦,カプリ,1,24.4634781,80.4326209
suwisu_nikki,スウィス日記,辻村伊助,カプリ,2,24.4634781,80.4326209
02chabanashi1916,茶話,大正五（一九一六）年,カプリ,1,24.4634781,80.4326209
kuzureta_dote,くづれた土手,田山録弥,カプリ,1,24.4634781,80.4326209
kaikyo_fubutsuki,海郷風物記,木下杢太郎,カプリ,1,24.4634781,80.4326209
atarashiki_sosen,新らしき祖先,相馬泰三,ガボン,1,-0.8999695,11.6899699
meishinto_shukyo,迷信と宗教,井上円了,ガボン,1,-0.8999695,11.6899699
04shoraino_nihon,将来の日本,徳富蘇峰,カムチャツカ,1,57.1914882,160.0383819
minzokuno_hattento_rika,民族の発展と理科,丘浅次郎,カムチャツカ,1,57.1914882,160.0383819
korobokkuru_fuzoku_ko,コロボックル風俗考,坪井正五郎,カムチャツカ,1,57.1914882,160.0383819
mukashino_onna,昔の女,三島霜川,ガヤ,2,24.7964355,85.0079563
senrino_koma_gojitsuno,千里駒後日譚,楢崎龍、川田雪山,ガヤ,1,24.7964355,85.0079563
chibetto_ryokoki,チベット旅行記,河口慧海,ガヤ,2,24.7964355,85.0079563
myoga_batake,茗荷畠,眞山青果,ガヤ,1,24.7964355,85.0079563
kaijin_jumankan,灰燼十万巻,（丸善炎上の記）,ガヤ,1,24.7964355,85.0079563
ryuguno_inu,竜宮の犬,宮原晃一郎,ガヤ,1,24.7964355,85.0079563
hirota_kanmuri,拾うた冠,宮原晃一郎,ガヤ,1,24.7964355,85.0079563
nemui_ichinichi,眠い一日,牧野信一,ガヤ,1,24.7964355,85.0079563
oboroyo,朧夜,犬養健,ガヤ,1,24.7964355,85.0079563
joshi_kirigamine_tozan_ki,女子霧ヶ峰登山記,島木赤彦,ガヤ,1,24.7964355,85.0079563
seikonichiroku,西航日録,井上円了,ガヤ,3,24.7964355,85.0079563
okyojinno_darakujidai,東京人の堕落時代,夢野久作,カラカ,2,51.897077,-8.4654674
saitoryokuu,斎藤緑雨,内田魯庵,カラカ,1,51.897077,-8.4654674
05uma,十二支考,馬に関する民俗と伝説,ガリシア,1,42.61946,-7.863112
eiten'o_mizaruno_ki,帝展を見ざるの記,寺田寅彦,カリブ,1,59.0330056,8.6156694
nanro,南路,宮本百合子,カリフォルニア,6,36.7014631,-118.755997
minshu_kaizengakuno_jissai_kachi,民種改善学の実際価値,丘浅次郎,カリフォルニア,1,36.7014631,-118.755997
atarashiki_sosen,新らしき祖先,相馬泰三,カリフォルニア,1,36.7014631,-118.755997
machino_ko,街の子,竹久夢二,カリフォルニア,1,36.7014631,-118.755997
03tawara_toda,十二支考,田原藤太竜宮入りの話,カリフォルニア,1,36.7014631,-118.755997
nihon_seishinshi_kenkyu,日本精神史研究,和辻哲郎,カリフォルニア,1,36.7014631,-118.755997
gin_sanjumai,銀三十枚,国枝史郎,ガリラヤ,2,32.80084435,35.5889731836508
shonen,少年,芥川龍之介,ガリラヤ,1,32.80084435,35.5889731836508
suwisu_nikki,スウィス日記,辻村伊助,ガルダ,3,26.94965225,85.3108169015003
nagekino_kujaku,嘆きの孔雀,牧野信一,ガルダ,2,26.94965225,85.3108169015003
08tori,十二支考,鶏に関する伝説,カルタゴ,1,9.81589045,-83.6943028875124
04shoraino_nihon,将来の日本,徳富蘇峰,カルタゴ,5,9.81589045,-83.6943028875124
hitobashirano_hanashi,人柱の話,南方熊楠,カルタゴ,1,9.81589045,-83.6943028875124
04hebi,十二支考,蛇に関する民俗と伝説,カルタゴ,1,9.81589045,-83.6943028875124
shinsei,新生,島崎藤村,ガロンヌ,4,43.3054546,0.971679170190158
chibetto_ryokoki,チベット旅行記,河口慧海,ガンジス,6,25.7240512,84.1137187
meishinto_shukyo,迷信と宗教,井上円了,ガンジス,2,25.7240512,84.1137187
09joshitoshojinno_maki,大菩薩峠,女子と小人の巻,ガンジス,2,25.7240512,84.1137187
03tawara_toda,十二支考,田原藤太竜宮入りの話,ガンジス,1,25.7240512,84.1137187
nagekino_kujaku,嘆きの孔雀,牧野信一,ガンジス,1,25.7240512,84.1137187
monosugoki_hitokuibanano_kai,物凄き人喰い花の怪,国枝史郎,カンタブリア,3,43.1595664,-4.0878382
faraday_no_den,ファラデーの伝,電気学の泰斗,カンパニア,2,40.860672,14.843984
abinikki_kara,旅日記から（明治四十二年）,寺田寅彦,カンポ,1,21.19207,110.38981
01tora,十二支考,虎に関する史話と伝説民俗,カンボジア,3,12.5433216,104.8144914
03tawara_toda,十二支考,田原藤太竜宮入りの話,カンボジア,2,12.5433216,104.8144914
ozai_bunmeino_chowao_ronjite,東西両文明の調和を論じて帝国の将来に及ぶ,大隈重信,カンボジャ,1,-4.1814426,119.8870014
akagoshi_kuroemon,赤格子九郎右衛門,国枝史郎,カンポット,1,10.6314754,104.132637
suwisu_nikki,スウィス日記,辻村伊助,ギーセン,3,50.5862066,8.6742306
04hebi,十二支考,蛇に関する民俗と伝説,ギアナ,1,4.8417097,-58.6416891
harupinno_ichiya,ハルピンの一夜,南部修太郎,キエフ,1,-6.0249009,19.4599869742471
miirano_mimikazari,木乃伊の耳飾,国枝史郎,ギゼー,9,29.05403575,29.4190807303687
mikan_doyo,未刊童謡,野口雨情,キト,1,-0.2201641,-78.5123274
gakumonwa_engenüfo_fukaku_suruni_aruno_ron,學問ハ淵源ヲ深クスルニ在ルノ論,西周,キト,1,-0.2201641,-78.5123274
fureppu_torippu,フレップ・トリップ,北原白秋,キト,3,-0.2201641,-78.5123274
03tawara_toda,十二支考,田原藤太竜宮入りの話,ギニア,1,10.7226226,-10.7083587
04shoraino_nihon,将来の日本,徳富蘇峰,キプロス,1,34.9823018,33.1451285
osoroshiki_okurimono,恐ろしき贈物,小酒井不木,キューバ,1,23.0131338,-80.8328748
kokusairenmeitowa_donna,国際聯盟とは如何なものか,新渡戸稲造,キューバ,1,23.0131338,-80.8328748
ryakudatsu_seraretaru_otoko,掠奪せられたる男,豊島与志雄,キュラソー,1,12.1176488,-68.9309263
wareo_kaerimiru,われを省みる,宮本百合子,ギリシャ,1,38.9953683,21.9877132
kyojoto_inu,狂女と犬,小酒井不木,ギリシャ,1,38.9953683,21.9877132
jinkoshinzo,人工心臓,小酒井不木,ギリシャ,3,38.9953683,21.9877132
02aru_onna_kohen,或る女,（後編）,ギリシャ,1,38.9953683,21.9877132
henna_otoko,変な男,豊島与志雄,ギリシャ,2,38.9953683,21.9877132
10inoshishi,十二支考,猪に関する民俗と伝説,ギリシャ,1,38.9953683,21.9877132
haguruma,歯車,芥川竜之介,ギリシャ,2,38.9953683,21.9877132
